,Country Name,indicator,Indicator Name_y,Indicator Name_x,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,Type
198,Tunisia,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",9434.5967,9627.3347,10360.0536,10622.7836,10982.8238,11832.3988,12338.5017,13339.6628,14533.9905,14895.9575,14732.2121,16463.334,17245.4589,17873.3405,18241.9128,18601.5706,19433.0224,20595.6027,21219.0337,22091.5966,23170.6748,23965.4593,23971.6874,24746.4234,26068.7112,26847.3333,28144.0212,29463.8647,30799.8283,31281.85788,31568.350410000003,31530.912119999997,32529.07867,32172.81872,33238.0391,33570.519589999996,35101.99196,35556.61165,37649.97347,38741.135239999996,39721.00885,Tobacco
199,Turkey,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",108791.1739,115255.655,118498.56199999999,126182.61,136679.436,146624.723,146792.691,141905.285,146951.184,150438.512,158937.322,163446.14,170409.11800000002,175454.826,187199.93300000002,193604.76899999997,198660.212,212147.125,224459.0446,226728.432,237906.46300000002,244901.253,240893.454,261203.422,278000.49199999997,289681.095,295884.83,295553.274,316464.841,297564.107,310061.148,323781.172,333497.624,347595.11,377156.061,406298.25299999997,399181.904,404636.7231,422721.8742,434798.4612,445640.0784,Tobacco
200,Uganda,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",16463.91,18144.438000000002,17374.151,19053.108,20444.147,22512.664,22638.447999999997,24192.897999999997,26440.238999999998,25371.185,27699.29,27979.681,28930.691000000003,29111.136000000002,30504.617000000002,30070.446,31101.471,33057.727,36900.522000000004,35319.154,37220.18,37152.907999999996,37154.655,38761.035,38939.181000000004,39732.039,85877.48599999999,58912.738,72771.094,57992.58900000001,59822.889,89594.609,70139.651,111346.724,40779.024,104200.612,89206.67,52830.34741,79906.21027000001,80318.96825,80725.08492000001,Tobacco
201,Ukraine,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",583845.25,606670.9,621547.49,648156.94,667327.05,677594.55,680755.49,695292.73,692574.3,690836.44,690840.84,695756.9,699259.22,713930.32,717905.34,726913.36,732231.73,729646.83,953118.7193,885209.3979999999,804262.83,712000.67,606685.64,598434.25,533868.64,514547.65,485491.77,483347.22,470107.95700000005,459965.89,462724.218,484337.015,457164.876,434668.75899999996,432631.658,444201.662,436817.125,367349.7078,393092.0594,410067.3131,404900.3049,Tobacco
202,Uruguay,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",26091.101000000002,26747.813,27679.102000000003,29434.995,28241.345,28024.186,28258.316000000003,29797.095,31494.248,31343.057,30595.311,26942.307999999997,25555.19,25933.909,26134.151,27355.029,29630.808999999997,28552.437,26111.56991,27784.4068,29392.818,29964.965,30030.69,30383.549,31694.519,31457.968999999997,30975.1,32266.307999999997,30375.776,29627.3982,30061.0899,30911.299,32686.693,32688.881,34035.504,33889.416,34052.25,33509.67597,33285.19663,33773.77084,34237.82952,Tobacco
203,Uzbekistan,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",88583.614,93604.56089,99230.91424,68100.28324,73669.28589,76372.02764,79044.04824,79217.47624,76389.52724,78101.20363999999,81039.46164,83618.81224,85761.78263999999,88918.08288999999,92264.51853,94901.41153,98614.73552999999,98876.77752999999,169357.5032,171748.2331,162670.0411,162766.7895,156744.5981,145116.2276,146678.4964,151246.3585,165588.0132,167640.3747,165976.90099999998,168462.266,176066.177,173583.4809,171337.568,167568.4382,173581.7872,173888.2978,183949.988,173966.2187,172722.6657,180734.9456,177223.75100000002,Tobacco
204,Samoa,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",117.292399,119.46290400000001,130.82467,132.22759399999998,132.69833500000001,139.92478799999998,145.616683,155.371715,189.820234,274.125567,227.88300099999998,231.691298,255.544613,264.24532999999997,254.29730299999997,265.12574,281.70121,277.72245,287.10672999999997,284.32374,292.98726,290.31019,271.81762000000003,279.85953,288.65266,306.32102000000003,299.83159,305.64793,318.53193,324.44327000000004,314.98397,314.07797999999997,312.54342,307.20583,326.16138,326.9412,330.23679,330.7081498,340.97768210000004,348.88219239999995,356.08696000000003,Tobacco
205,South Africa,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",250958.915,269278.453,275680.14,294054.847,308489.576,309765.409,286819.563,298781.005,307875.565,311848.005,309369.215,299856.869,,,,,,,349202.00200000004,343391.11799999996,353846.549,347840.727,355673.58,371350.205,383673.271,403030.554,457895.896,430853.836,420482.75299999997,416031.24100000004,434071.075,456334.126,472713.791,498312.886,480054.73,502130.255,,,,,,Tobacco
206,Zambia,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",142670.635,153119.791,133429.65099999998,158349.19400000002,140274.614,161327.52300000002,170040.125,224649.37,185987.495,161735.191,183354.75699999998,183318.84100000001,141719.191,144149.26,134957.639,188042.331,132223.568,149004.965,209648.8201,174044.6664,278259.6711,156527.2246,182686.6593,185179.1143,156680.6868,149986.7471,448613.6431,328963.96,290812.3696,297452.755,300362.201,356024.845,368995.695,396446.481,314793.497,341005.669,321163.519,266118.4836,319784.6304,320024.697,320254.2183,Tobacco
207,Zimbabwe,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",21231.4,23156.252,22589.525,22661.632,23324.956000000002,23276.589,22595.362,23746.361,22756.139,21833.451,22737.021,22613.69,21986.067000000003,23895.775,26007.141,28160.267000000003,29369.642999999996,30264.471,35100.59,34132.529,38275.977999999996,30183.416,30208.734,30376.986,30570.238999999998,29469.426,76391.804,66724.652,51434.535,58452.519,50281.895,48216.933,61742.544,59894.602999999996,55535.28,60917.825,68840.70599999999,67914.13101,71019.11673,71561.95225,72057.80332,Tobacco
208,Angola,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6540.0,5850.0,4995.0,11462.0,11417.0,5000.0,5455.0,6000.0,7500.0,8571.0,8571.0,8571.0,8571.0,8571.0,8571.0,8889.0,9091.0,8889.0,10188.0,8897.0,8571.0,9756.0,9612.0,9873.0,9873.0,9873.0,9706.0,9689.0,9680.0,9429.0,9694.0,9857.0,9869.0,9909.0,9950.0,9990.0,10031.0,10071.0,10112.0,10152.0,10192.0,Tobacco
209,Albania,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7368.0,8287.0,7263.0,7000.0,5417.0,5417.0,6364.0,9500.0,8780.0,8271.0,8373.0,8373.0,9048.0,8696.0,8000.0,7716.0,4516.0,7037.0,5875.0,6364.0,9727.0,10362.0,6002.0,9294.0,9423.0,10437.0,10474.0,10896.0,10877.0,8780.0,11304.0,8624.0,11053.0,12667.0,11111.0,7500.0,11818.0,13333.0,14167.0,16102.0,15385.0,Tobacco
210,United Arab Emirates,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",100000.0,100000.0,100000.0,100000.0,100000.0,103385.0,119185.0,103214.0,110157.0,121778.0,75738.0,118000.0,80917.0,93333.0,88235.0,86667.0,86613.0,77692.0,101829.0,101667.0,99032.0,98361.0,97049.0,97018.0,98871.0,101833.0,100943.0,125556.0,126923.0,129388.0,132878.0,137179.0,140690.0,144714.0,150000.0,150000.0,150222.0,150000.0,149677.0,129091.0,127453.0,Tobacco
211,Argentina,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10760.0,9569.0,11715.0,11152.0,11975.0,12000.0,10161.0,9333.0,11099.0,10944.0,12441.0,12417.0,12531.0,11899.0,13838.0,13249.0,12942.0,15504.0,15396.0,16369.0,15410.0,16383.0,16598.0,15855.0,17545.0,17682.0,15131.0,16627.0,19209.0,17264.0,20070.0,17631.0,20271.0,19366.0,18445.0,17435.0,19316.0,18181.0,19634.0,17862.0,18212.0,Tobacco
212,Armenia,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,23224.0,23669.0,25000.0,20000.0,12105.0,11905.0,20000.0,22622.0,18105.0,23355.0,30494.0,22890.0,21917.0,22905.0,21375.0,22712.0,31647.0,35515.0,32998.0,38860.0,27241.0,Tobacco
213,American Samoa,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobacco
214,Australia,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",16086.0,17670.0,17649.0,16719.0,16226.0,17142.0,17641.0,18604.0,20057.0,20450.0,19965.0,20093.0,22183.0,23008.0,22969.0,23909.0,24966.0,24879.0,24292.0,25732.0,24346.0,25270.0,27740.0,23361.0,27954.0,27025.0,29172.0,25179.0,24370.0,30000.0,30000.0,28018.0,24622.0,25441.0,27586.0,27468.0,27209.0,27117.0,27179.0,27242.0,27304.0,Tobacco
215,Austria,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",12847.0,25042.0,22351.0,16414.0,24873.0,25000.0,14394.0,13062.0,16705.0,19083.0,17542.0,18750.0,18202.0,17280.0,17529.0,15795.0,17683.0,15781.0,17787.0,14815.0,16327.0,20154.0,18579.0,17891.0,19071.0,22929.0,22946.0,20674.0,28987.0,24709.0,28550.0,28621.0,23400.0,25204.0,15510.0,21053.0,,21202.0,,20236.0,20044.0,Tobacco
216,Azerbaijan,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,32348.0,28195.0,19623.0,14652.0,14064.0,19085.0,17762.0,19389.0,21106.0,20258.0,20940.0,22363.0,24606.0,25665.0,26317.0,22485.0,23311.0,21742.0,24004.0,24927.0,27924.0,Tobacco
217,Burundi,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6667.0,9353.0,9412.0,9412.0,9412.0,9412.0,10000.0,10000.0,10303.0,10303.0,10303.0,10294.0,10000.0,10286.0,10571.0,10000.0,10000.0,10000.0,9463.0,8210.0,8326.0,7424.0,6800.0,8511.0,8511.0,7308.0,6667.0,10000.0,10809.0,12667.0,6636.0,7041.0,7826.0,7857.0,5133.0,5333.0,6853.0,7556.0,7432.0,6977.0,6987.0,Tobacco
218,Belgium,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,35000.0,30000.0,34574.0,32473.0,23908.0,27143.0,21944.0,30317.0,23906.0,28000.0,30693.0,27447.0,Tobacco
219,Benin,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7518.0,9166.0,8740.0,9597.0,4315.0,4641.0,2793.0,6290.0,7423.0,8850.0,5466.0,3984.0,5400.0,5191.0,5361.0,4699.0,4685.0,6289.0,5949.0,5849.0,6750.0,5471.0,6318.0,5624.0,6106.0,5457.0,6269.0,7655.0,6743.0,6149.0,6883.0,8587.0,8799.0,9247.0,6155.0,8636.0,6689.0,6503.0,7110.0,7557.0,7500.0,Tobacco
220,Burkina Faso,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",5000.0,5000.0,4667.0,5000.0,5152.0,5294.0,5278.0,5263.0,5641.0,6000.0,6000.0,6000.0,5000.0,3525.0,3095.0,2905.0,3260.0,4010.0,4683.0,5373.0,5153.0,5003.0,5000.0,5000.0,4913.0,4900.0,4945.0,4991.0,5000.0,5074.0,5100.0,5125.0,5159.0,5000.0,5000.0,5000.0,5536.0,6036.0,6455.0,6877.0,7805.0,Tobacco
221,Bangladesh,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",8456.0,8469.0,8967.0,8848.0,9182.0,9336.0,8983.0,8784.0,8765.0,9220.0,9280.0,9633.0,9257.0,9514.0,8685.0,8632.0,8807.0,8585.0,8387.0,8884.0,9263.0,10064.0,10308.0,10556.0,10868.0,10925.0,11167.0,9187.0,11232.0,12350.0,12520.0,12030.0,12849.0,12689.0,13464.0,12763.0,13742.0,13481.0,14447.0,16215.0,16780.0,Tobacco
222,Bulgaria,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",13000.0,11865.0,11748.0,12749.0,13688.0,9650.0,12133.0,13802.0,11316.0,12498.0,14419.0,10394.0,13583.0,12386.0,12245.0,14712.0,13307.0,11148.0,14470.0,13555.0,12407.0,11545.0,12218.0,13191.0,14280.0,14739.0,11512.0,13236.0,11323.0,12711.0,15813.0,14850.0,14755.0,14274.0,15330.0,13736.0,16784.0,18418.0,16745.0,18711.0,15459.0,Tobacco
223,Brazil,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10474.0,9959.0,12291.0,11269.0,10652.0,11465.0,12342.0,12934.0,12795.0,12291.0,13250.0,12592.0,14655.0,15260.0,13945.0,13453.0,15340.0,15466.0,16253.0,14406.0,16692.0,17584.0,16226.0,15540.0,15023.0,17658.0,14288.0,18429.0,18673.0,18790.0,19481.0,16713.0,19930.0,18013.0,18164.0,19776.0,19692.0,19509.0,17521.0,20945.0,19759.0,Tobacco
224,Bhutan,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,14000.0,14000.0,14000.0,14286.0,14133.0,14375.0,14118.0,13889.0,13978.0,14211.0,14000.0,13810.0,14091.0,14105.0,14158.0,14208.0,14254.0,14298.0,14340.0,14379.0,14417.0,14453.0,14489.0,14523.0,14556.0,14589.0,14620.0,14651.0,14682.0,14713.0,14743.0,14773.0,15038.0,Tobacco
225,Central African Republic,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7640.0,8443.0,8293.0,7685.0,9641.0,10373.0,7749.0,8910.0,9746.0,8333.0,9231.0,11076.0,10666.0,13725.0,11956.0,9440.0,12127.0,7724.0,8016.0,9524.0,9333.0,8333.0,7927.0,8099.0,7143.0,7879.0,7954.0,7600.0,8693.0,10000.0,9501.0,8629.0,8653.0,8670.0,8688.0,8705.0,8723.0,8740.0,8758.0,8775.0,8793.0,Tobacco
226,Canada,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",20276.0,23862.0,23240.0,25487.0,21781.0,23714.0,23827.0,21690.0,23252.0,23729.0,22526.0,23689.0,21995.0,24233.0,21572.0,20781.0,20024.0,24697.0,21490.0,25912.0,24629.0,24620.0,26894.0,27598.0,27295.0,27111.0,26451.0,27790.0,22273.0,24703.0,28803.0,28972.0,27025.0,26875.0,27146.0,26667.0,27224.0,27504.0,27433.0,27515.0,27596.0,Tobacco
227,Switzerland,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",26841.0,24133.0,24003.0,21838.0,26893.0,15757.0,20180.0,24342.0,16398.0,22943.0,21143.0,24011.0,24296.0,20692.0,23932.0,18380.0,22174.0,23448.0,16507.0,21667.0,17773.0,20978.0,19046.0,22078.0,22914.0,15007.0,20242.0,15848.0,17357.0,19750.0,21532.0,22373.0,18938.0,22390.0,18907.0,15847.0,22282.0,17140.0,20791.0,22591.0,21420.0,Tobacco
228,Chile,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",18218.0,16132.0,21388.0,18883.0,20615.0,22102.0,22014.0,25186.0,66476.0,26238.0,28941.0,30964.0,32501.0,27950.0,29844.0,29859.0,32783.0,30477.0,32170.0,32715.0,31485.0,31448.0,30842.0,31549.0,34116.0,31763.0,27774.0,29778.0,29991.0,29422.0,30731.0,28567.0,31384.0,31877.0,30141.0,30475.0,30915.0,34056.0,31684.0,32504.0,32504.0,Tobacco
229,China,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",19922.0,21422.0,20916.0,17052.0,14713.0,14249.0,15970.0,15199.0,17673.0,19853.0,19452.0,18083.0,20037.0,18533.0,15279.0,17299.0,17621.0,15777.0,16533.0,16840.0,16738.0,16544.0,15078.0,15774.0,17475.0,18079.0,17387.0,17986.0,17786.0,17555.0,18443.0,17863.0,19021.0,19686.0,20511.0,20585.0,21406.0,22044.0,22337.0,21604.0,21338.0,Tobacco
230,Cameroon,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",5576.0,5366.0,5633.0,6987.0,7096.0,6616.0,6937.0,4850.0,4322.0,11301.0,6555.0,7428.0,5450.0,11885.0,15673.0,12175.0,10000.0,5999.0,7381.0,6001.0,10000.0,9347.0,10000.0,10000.0,10000.0,10000.0,10000.0,13824.0,13824.0,12893.0,13037.0,13193.0,13132.0,13660.0,14092.0,13887.0,14101.0,14316.0,14531.0,14745.0,14960.0,Tobacco
231,Colombia,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",13726.0,15153.0,16118.0,16891.0,17927.0,17364.0,15666.0,19226.0,15930.0,16744.0,15761.0,16597.0,16375.0,15476.0,15447.0,16495.0,16682.0,16420.0,16569.0,15172.0,18010.0,17933.0,18475.0,19147.0,18361.0,17120.0,17497.0,18951.0,18899.0,19553.0,19595.0,21361.0,20150.0,19874.0,19248.0,16741.0,14787.0,11502.0,10540.0,17459.0,17719.0,Tobacco
232,Costa Rica,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10227.0,10592.0,10202.0,12086.0,12878.0,12353.0,12052.0,10589.0,10158.0,8081.0,12018.0,17727.0,16505.0,11704.0,13866.0,18057.0,17301.0,16824.0,18305.0,15934.0,19206.0,19267.0,17246.0,16984.0,17000.0,14965.0,15000.0,18155.0,15983.0,7863.0,14603.0,14603.0,18154.0,19818.0,19048.0,17681.0,15800.0,14091.0,15800.0,17273.0,18500.0,Tobacco
233,Cuba,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",4962.0,6040.0,6391.0,6112.0,7296.0,6685.0,7366.0,6241.0,1539.0,8248.0,6439.0,4532.0,8117.0,7063.0,7250.0,6962.0,7826.0,8826.0,6983.0,6200.0,5515.0,4931.0,4697.0,6515.0,7581.0,6674.0,7734.0,6675.0,7113.0,7778.0,10163.0,11554.0,11466.0,12800.0,10987.0,11200.0,9328.0,10136.0,10120.0,14599.0,12089.0,Tobacco
234,Cyprus,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",5739.0,1671.0,,4762.0,6378.0,5213.0,7586.0,7340.0,7830.0,10572.0,13622.0,17143.0,20278.0,15721.0,18776.0,23509.0,21649.0,26160.0,33960.0,35397.0,45000.0,48125.0,40400.0,45342.0,42000.0,46000.0,48413.0,45000.0,49211.0,46364.0,46364.0,35000.0,44872.0,44872.0,44872.0,38462.0,41667.0,42689.0,43408.0,43177.0,43154.0,Tobacco
235,Germany,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",21514.0,24348.0,22147.0,20492.0,21644.0,20240.0,18256.0,20429.0,16851.0,19654.0,20053.0,18667.0,19279.0,20991.0,20343.0,17283.0,19184.0,18219.0,18977.0,20364.0,27161.0,22912.0,19041.0,19116.0,24347.0,24353.0,25542.0,24549.0,24006.0,24743.0,23905.0,24734.0,22709.0,24436.0,25365.0,23670.0,26532.0,26603.0,26166.0,25797.0,25726.0,Tobacco
236,Dominican Republic,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10402.0,13878.0,11017.0,14988.0,18154.0,12382.0,13581.0,12200.0,12386.0,12282.0,9633.0,11229.0,8676.0,10958.0,9696.0,12573.0,12256.0,10989.0,12359.0,12846.0,8982.0,9874.0,8464.0,10814.0,12222.0,13349.0,13672.0,13249.0,15691.0,12909.0,11844.0,12788.0,13031.0,12560.0,14050.0,13337.0,12168.0,14671.0,6412.0,14077.0,14292.0,Tobacco
237,Algeria,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6613.0,7025.0,7583.0,11010.0,9033.0,10753.0,6695.0,6843.0,7493.0,11158.0,11147.0,8418.0,13345.0,11659.0,10442.0,11726.0,13593.0,12596.0,12338.0,12391.0,13525.0,10899.0,10164.0,10528.0,10645.0,13214.0,9072.0,9871.0,11090.0,12343.0,10808.0,10586.0,13823.0,13273.0,13529.0,13616.0,14037.0,16677.0,18023.0,18272.0,18390.0,Tobacco
238,Ecuador,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",8767.0,9044.0,11369.0,9648.0,8846.0,8832.0,9000.0,12731.0,14291.0,23072.0,18900.0,15460.0,19141.0,14306.0,22705.0,20754.0,21443.0,21380.0,24548.0,26036.0,22164.0,16050.0,21957.0,24254.0,26706.0,38500.0,19609.0,22196.0,12171.0,17399.0,17209.0,18800.0,19249.0,19208.0,19259.0,19268.0,19512.0,18039.0,17732.0,17440.0,16765.0,Tobacco
239,Spain,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",16131.0,16164.0,16714.0,17862.0,17963.0,14694.0,18344.0,18967.0,18872.0,21429.0,19537.0,19437.0,19510.0,17224.0,16830.0,16359.0,15748.0,21440.0,20470.0,20694.0,18776.0,22069.0,24540.0,24667.0,24664.0,27780.0,29784.0,28477.0,30479.0,31291.0,30473.0,29237.0,30871.0,31096.0,32167.0,29289.0,31788.0,34431.0,31737.0,33113.0,32871.0,Tobacco
240,Ethiopia,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,,7016.0,7091.0,7000.0,6964.0,6946.0,6936.0,6957.0,7021.0,6876.0,6667.0,6667.0,6667.0,6688.0,6733.0,6763.0,6764.0,6764.0,6765.0,6765.0,6766.0,Tobacco
241,Fiji,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",15625.0,16667.0,17391.0,17696.0,18074.0,17933.0,18176.0,19934.0,21071.0,18529.0,18462.0,19515.0,15764.0,21061.0,20347.0,26329.0,11368.0,18022.0,10909.0,14157.0,13160.0,14680.0,12543.0,10462.0,10700.0,10925.0,10438.0,10130.0,10433.0,11143.0,8815.0,11000.0,10182.0,13320.0,7950.0,5320.0,5140.0,7317.0,7533.0,8000.0,7733.0,Tobacco
242,France,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",24593.0,24483.0,24133.0,25149.0,28588.0,20685.0,26337.0,26294.0,24855.0,25226.0,27922.0,25315.0,25021.0,24683.0,25524.0,26308.0,23884.0,24959.0,25621.0,27202.0,26686.0,27366.0,29107.0,26762.0,27428.0,25690.0,23259.0,26083.0,26637.0,26025.0,23370.0,24780.0,22077.0,23074.0,25698.0,23212.0,26017.0,25842.0,26025.0,23370.0,24780.0,Tobacco
243,Georgia,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,12581.0,8455.0,9412.0,8403.0,14286.0,10000.0,11675.0,11858.0,10300.0,15518.0,20775.0,17974.0,18755.0,21880.0,15000.0,1389.0,1429.0,1429.0,3242.0,4481.0,3991.0,Tobacco
244,Ghana,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6935.0,8187.0,8170.0,7555.0,6388.0,10000.0,8571.0,10000.0,10000.0,4000.0,4286.0,5143.0,6000.0,6577.0,5000.0,5000.0,5000.0,5000.0,3825.0,3314.0,5438.0,4929.0,4874.0,6071.0,5102.0,5884.0,5887.0,3418.0,3418.0,3418.0,3418.0,3418.0,3418.0,4545.0,4277.0,4696.0,4277.0,4154.0,4219.0,4218.0,4217.0,Tobacco
245,Guinea,Yield,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7975.0,7975.0,8125.0,8182.0,8182.0,8235.0,8235.0,8286.0,8333.0,8333.0,8421.0,8500.0,8600.0,8700.0,9000.0,9000.0,9000.0,9000.0,10198.0,6150.0,6356.0,6562.0,6769.0,6975.0,7181.0,7387.0,7593.0,7799.0,8005.0,8211.0,8417.0,8623.0,8857.0,8891.0,7794.0,9048.0,10009.0,10350.0,10686.0,11024.0,11750.0,Tobacco
